序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1893,HK8095,北大青鸟环宇,北京北大青鸟环宇科技股份有限公司,中国北京市,77285.1,18702.8,2287,2000-07-27,--,,信息化服务,研究、开发、制造、市场推广及销售无线消防报警系统及相关产品，发展旅游及休闲业务，以及投资控股。
1894,HK8098,昌利控股,昌利(控股)有限公司,开曼群岛,1143.94,1176.44,22,2011-03-08,--,,证券,提供证券、期货及期权经纪及买卖、保证金及贷款融资服务、配售及包销服务、证券顾问服务以及投资控股。
1895,HK8100,智易控股,智易控股有限公司,百慕达,6943.8,-18268.4,95,2001-12-31,--,,软件开发,"研究、开发及分销软件、应用程式及工具栏广告,投资证券,借贷,提供保险及强积金计划经纪服务及提供企业管理解决方案及资讯科技合约服务。"
1896,HK8101,壹家壹品,壹家壹品(香港)控股有限公司,开曼群岛,4003.8,-247.1,184,2013-10-15,--,,家具家居,于中国制造定制家私;于中国设计、制造及销售床垫及软床产品及出口床垫至海外市场;于香港投资证券、物业投资及放债。
1897,HK8102,利宝阁集团,利宝阁集团有限公司,开曼群岛,18326.2,566.4,510,2016-06-30,--,,餐饮,在香港及中国从事中式酒楼集团业务。
1898,HK8103,万泰企业股份,万泰企业股份有限公司,开曼群岛,1758.9,-2435.3,28,2000-09-08,--,,信息化服务,系统开发、专业服务、坐盘交易业务、放贷业务及物业投资。
1899,HK8106,升华兰德,浙江升华兰德科技股份有限公司,中国浙江省,9002.3,-620.3,46,2002-05-03,--,,软件开发,提供电讯解决方案、买卖硬件及计算机软件、提供电讯增值服务以及投资控股。
1900,HK8108,福泽集团,福泽集团控股有限公司,百慕达,4792.8,-2370.5,70,2000-07-14,--,,其他服务,提供殡仪服务、销售相关殡仪产品及贷款融资业务。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1901,HK8109,麒麟集团控股,麒麟集团控股有限公司,百慕达,7487.90,-8180.60,40,2002-01-31,--,,信息化服务,"于中国提供节能服务及节能产品销售、在香港提供资产管理服务、保险经纪及相关服务及放款服务,以及在菲律宾提供资讯科技服务。"
1902,HK8111,中科光电,中科光电控股有限公司,开曼群岛,111.90,-1145.40,42,2001-01-03,--,,新能源,销售太阳能相关产品；新能源电力系统集成业务；销售自助服务自动柜员机系统及印刷系统；及提供硬件及软件技术支援服务。
1903,HK8112,基石金融,基石金融控股有限公司,开曼群岛,4550.25,-6710.68,107,2011-07-28,--,,传媒广告,"广告及媒体业务,证券经纪业务及电影发展、制作及发行。"
1904,HK8113,扬宇科技,扬宇科技控股有限公司,开曼群岛,102689.60,1564.60,110,2016-01-07,--,,电子元器件,向消费电子产品的原设计制造商和原品牌制造商销售电子元件(主要为IC及面板)连同提供IDH服务。
1905,HK8115,上海青浦消防,上海青浦消防器材股份有限公司,中国上海市,3100.80,-185.30,251,2004-06-30,--,,电子元器件,生产及销售压力容器、提供防火科技检测服务、生产及买卖铸铁沟槽件及销售洁具及其他产品。
1906,HK8116,中国幸福投资,中国幸福投资(控股)有限公司,开曼群岛,16693.90,1091.40,50,2000-07-25,--,,葡萄酒,销售红酒及雪茄；及销售高尔夫产品。
1907,HK8117,中国基础能源,中国基础能源控股有限公司,开曼群岛,9578.70,-2190.20,250,2001-12-13,--,,燃气,制造及销售聚乙烯管道、销售复合物料、天然气运输及分销。
1908,HK8118,濠亮环球,濠亮环球有限公司,--,--,--,166,--,--,,--,制造及销售LED灯产品。
1909,HK8119,即时科研,即时科研集团有限公司,开曼群岛,65.80,-494.00,31,2001-07-27,--,,地产投资,物业租赁；贸易业务及于资讯科技业从事开发及提供Linux解决方案，包括Linux作业系统、Linux应用系统。
1910,HK8120,国农金融投资,国农金融投资有限公司,百慕达,2701.50,-772.90,76,2001-04-10,--,,综合,(i)饲料产品业务;(ii)放债业务;(iii)金融服务业务;(iv)证券投资业务;及(v)食品及饮品业务。
1911,HK8121,超凡网络,超凡网络(控股)有限公司,开曼群岛,4770.20,-983.60,271,2015-05-29,--,,传媒广告,提供数字广告投放服务；社交媒体管理服务；及创意及科技服务，以及从事旅游业互联网行销平台。
1912,HK8123,华亿金控,华亿金控集团有限公司,开曼群岛,15915.30,-2015.10,65,2002-01-11,--,,证券,贵金属现货交易及经纪服务;证券及期货合约买卖服务;买卖及自营投资;研究及发展学生安全网络及电子学生证;股票资讯及研究服务。
1913,HK8125,仁德资源,仁德资源控股有限公司,香港,910.10,-410.60,35,2014-07-18,--,,建筑装饰,"提供设计及装修服务,以及提供设计及采购室内陈设及装饰材料服务,放债及美酒营销。"
1914,HK8126,G.A.控股,G.A.控股有限公司,开曼群岛,100276.90,1463.90,898,2002-06-17,--,,汽车经销,汽车销售及提供汽车相关技术服务，汽车维修及销售汽车零件。
1915,HK8128,中国地能,中国地能产业集团有限公司,开曼群岛,27852.20,366.10,600,2001-11-30,--,,环保工程,提供、安装及保养浅层地能利用系统；销售空气能热泵产品；证券买卖及其他类别投资；及物业投资。
1916,HK8129,云信投资控股,云信投资控股有限公司,开曼群岛,1161.60,110.60,27,2001-05-18,--,,软件开发,电脑软件及嵌入系统发展、软件及系统销售及授权及提供融资股务。
1917,HK8130,智城控股,智城控股有限公司,百慕达,1802.60,-994.30,138,2002-08-26,--,,传媒广告,提供融资租赁及其他金融服务，提供顾问服务、广告及媒体相关服务、提供项目管理服务、旅游代理及相关营运。
1918,HK8131,辰罡科技,辰罡科技有限公司,百慕达,--,--,23,2001-01-31,--,,软件开发,设计及销售电脑软件及为该等产品提供专业及维修服务。
1919,HK8132,中油港燃,中油港燃能源集团控股有限公司,开曼群岛,1785.90,-1494.80,233,2011-05-18,--,,通信设备,"买卖成品油及化工品,提供程序化服务、网络服务、移动市场营销解决方案及开发手机游戏之活动,销售及制造电源线及插座、电源及数据线及裸线材。"
1920,HK8133,铸能控股,铸能控股有限公司,开曼群岛,2784.40,-436.90,139,2015-04-30,--,,电子元器件,制造及买卖金属铸造产品。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1921,HK8135,正美丰业,正美丰业汽车玻璃服务有限公司,开曼群岛,3868.20,248.00,401,2013-09-03,--,,汽车零部件,在中国从事汽车玻璃销售及安装/维修服务及汽车玻璃贸易。
1922,HK8136,英马斯集团,英马斯集团控股有限公司,--,1501.70,32.50,36,--,--,,--,主要于亚洲市场为零售店提供LED照明产品及服务。
1923,HK8137,洪桥集团,洪桥集团有限公司,开曼群岛,3438.40,-32750.40,352,2002-01-08,--,,新能源,从事锂离子动力电池的生产和新能源及资源领域投资、研发及勘探矿产资源。
1924,HK8138,同仁堂国药,北京同仁堂国药有限公司,香港,--,--,753,2013-05-07,--,,医药商业,生产、零售及批发中药产品和保健品;并提供中医诊疗。
1925,HK8139,长安仁恒,浙江长安仁恒科技股份有限公司,中国浙江省,4461.86,64.29,115,2015-01-16,--,,化工用品,开发、生产及销售膨润土精细化学品。
1926,HK8142,德利机械,德利机械控股有限公司,开曼群岛,--,--,47,2017-07-27,--,,重型机械,为香港的土方设备用户提供综合服务，包括销售全新及二手土方设备及零部件、租赁土方设备及提供维护及辅助服务。
1927,HK8143,华夏医疗,华夏医疗集团有限公司,开曼群岛,8845.20,-300.60,1052,2002-05-10,--,,医院,在中国从事提供综合性医院服务。
1928,HK8145,,电讯首科控股有限公司,开曼群岛,--,--,149,2013-05-30,--,,通信设备,提供流动电话及其他个人电子产品维修及翻新服务。
1929,HK8147,汇思太平洋,汇思太平洋集团控股有限公司,开曼群岛,2201.90,-1629.70,35,2014-07-18,--,,卫星及无线通信,"研发、制造及销售消费电子产品,例如GPS个人导航设备、行动连网装置及数码视频录像机。"
1930,HK8148,奥栢中国,奥栢中国集团有限公司,开曼群岛,2173.90,-1140.40,101,2004-01-09,--,,软件开发,开发及推广以伺服器为基础之专利技术及提供通讯软件平台及软件相关服务，放债业务及手机数据解决方案及手机相关服务。
1931,HK8149,浩德控股,浩德控股有限公司,开曼群岛,1590.80,-136.80,34,2016-10-17,--,,其他金融,企业融资，专注于提供保荐服务，财务意见及合规意见；及物业投资。
1932,HK8150,无缝绿色,无缝绿色中国(集团)有限公司,百慕达,5519.80,-108.30,75,2001-08-10,--,,家具家居,制造及销售合成蓝宝石水晶表片与电子光学产品、买卖酒类产品、买卖集成电路及软件以及开发、买卖LED照明产品及投资控股。
1933,HK8152,明梁控股,明梁控股集团有限公司,开曼群岛,6241.00,-190.50,50,2017-07-21,--,,重型机械,"供应建筑设备专用切削工具及部件、预制钢构件及设备、专用建筑设备;及辅助服务,包括租赁设备以及维修及保养服务。"
1934,HK8153,科地农业,科地农业控股有限公司,百慕达,480.50,-640.70,74,2001-03-30,--,,有线电视,"于香港及中国提供数字电视服务、于香港提供汽车美容服务、提供放债业务,以及进行证券投资。"
1935,HK8155,南华资产控股,南华资产控股有限公司,开曼群岛,32.80,-2695.30,7,2002-07-18,--,,房地产,中国物业发展;及提供投资意见、投资管理和信贷业务。
1936,HK8156,众彩股份,众彩羽翔股份有限公司,开曼群岛,2534.70,-7158.50,186,2002-11-12,--,,彩票,提供彩票相关服务，及其他。
1937,HK8157,象兴国际,象兴国际控股有限公司,开曼群岛,8291.00,580.70,761,2017-07-07,--,,港口运输,提供港内服务及物流服务。
1938,HK8158,中国再生医学,中国再生医学国际有限公司,开曼群岛,6553.00,-20659.00,556,2001-07-18,--,,生物医药,研发生物医学、医疗保健产品及医疗技术；提供生产及销售组织工程产品及其相关副产品；以及销售及分销医疗产品及设备。
1939,HK8159,辉煌科技,辉煌科技(控股)有限公司,百慕达,17162.10,514.30,1065,2002-01-04,--,,计算机设备,设计、制造及销售主要用于电脑、电脑周边产品、多媒体消费电子产品、通讯设备、汽车电子组件、线束及医疗器械之接驳产品。
1940,HK8160,Goldway Edu,金汇教育集团有限公司,开曼群岛,925.10,154.10,74,2016-12-02,--,,教育,在香港提供补习服务予中学生及小学生。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1941,HK8161,医汇集团,医汇集团有限公司,开曼群岛,2359.90,-368.50,95,2016-05-31,--,,其他,提供企业医疗及牙科方案/服务，并且营运医汇中心及牙科诊所。
1942,HK8162,港银控股,港银控股有限公司,香港,87582.40,-770.10,24,2014-08-05,--,,贵金属,于香港从事金属贸易及商品远期合约交易及白银制品加工。
1943,HK8163,万德金融,万德金融服务集团有限公司,开曼群岛,28644.40,-2068.80,35,2002-03-07,--,,信贷,金融服务业务、贸易业务(包括销售多种品牌的奶粉产品予香港客户)，以及资讯科技业务。
1944,HK8165,华普智通,华普智通系统有限公司,开曼群岛,409.20,28.30,26,2001-12-10,--,,软件开发,销售电子泊车硬件及软件以及衍生知识产权服务。
1945,HK8166,中国农业生态,中国农业生态有限公司,百慕达,3574.70,-1761.00,37,2002-02-05,--,,供应链管理,提供一站式价值链服务、物业投资、粮油食品贸易、消耗品及农产品贸易及提供放债服务。
1946,HK8167,中国新电信,中国新电信集团有限公司,开曼群岛,145213.90,558.10,590,2002-08-06,--,,通信设备,提供跨媒体广告服务、销售电讯产品及服务以及营运个人对个人借贷平台业务。
1947,HK8169,环康集团,环康集团有限公司,开曼群岛,--,--,65,2001-12-05,--,,环保工程,发展、商业化，销售及市场化创新环保，优质健康及生活相关产品服务。
1948,HK8170,KSL Holdings,KSL Holdings Limited,开曼群岛,--,--,32,2014-12-05,--,,建筑工程,在香港从事提供工程咨询、承包及项目管理服务，专注于岩土工程领域。
1949,HK8171,中国趋势,中国趋势控股有限公司,开曼群岛,3888.30,-558.40,12,2002-07-31,--,,计算机设备,从事电子科技及相关产品贸易；低碳产品应用方案。
1950,HK8172,拉近网娱,拉近网娱集团有限公司,百慕达,3494.90,-9603.60,104,2002-03-26,--,,影视,提供艺员管理服务，以及电影制作及发行。
1951,HK8173,万亚企业控股,万亚企业控股有限公司,开曼群岛,1367.00,-2135.90,27,2002-05-09,--,,饮料,不绣钢线、护肤及家用产品、软玉、饮料及证券买卖，以及出租游乐船只。
1952,HK8175,中国数码文化,中国数码文化(集团)有限公司,百慕达,16801.20,737.60,100,2003-02-25,--,,其他,透过已建立的完善平台向最终用户提供版权内容，投资电影、电视及音乐制作，亦从事向专业运动员提供营销及推广服务之业务。
